Reference,Distorted_0,Distorted_1,MOS_0,MOS_1,Reference_ID_0,Distortion_ID_0,Distortion_Intensity_0,Reference_ID_1,Distortion_ID_1,Distortion_Intensity_1
I04.BMP,I04_03_3.bmp,I04_08_1.bmp,3.3529,6.2121,4,3,3,4,8,1
I04.BMP,I04_03_3.bmp,I04_08_2.bmp,3.3529,5.5714,4,3,3,4,8,2
I04.BMP,I04_03_3.bmp,I04_08_3.bmp,3.3529,4.9394,4,3,3,4,8,3
I04.BMP,I04_03_3.bmp,I04_08_4.bmp,3.3529,3.7059,4,3,3,4,8,4
I04.BMP,I04_03_3.bmp,I04_09_1.bmp,3.3529,6.1471,4,3,3,4,9,1
I04.BMP,I04_03_3.bmp,I04_09_2.bmp,3.3529,5.4286,4,3,3,4,9,2
I04.BMP,I04_03_3.bmp,I04_09_3.bmp,3.3529,4.0588,4,3,3,4,9,3
I04.BMP,I04_03_3.bmp,I04_09_4.bmp,3.3529,2.6286,4,3,3,4,9,4
I04.BMP,I04_03_3.bmp,I04_10_1.bmp,3.3529,6.1471,4,3,3,4,10,1
I04.BMP,I04_03_3.bmp,I04_10_2.bmp,3.3529,5.2857,4,3,3,4,10,2
I04.BMP,I04_03_3.bmp,I04_10_3.bmp,3.3529,3.1765,4,3,3,4,10,3
I04.BMP,I04_03_3.bmp,I04_10_4.bmp,3.3529,1.8235,4,3,3,4,10,4
I04.BMP,I04_03_3.bmp,I04_11_1.bmp,3.3529,3.8182,4,3,3,4,11,1
I04.BMP,I04_03_3.bmp,I04_11_2.bmp,3.3529,2.8286,4,3,3,4,11,2
I04.BMP,I04_03_3.bmp,I04_11_3.bmp,3.3529,1.7714,4,3,3,4,11,3
I04.BMP,I04_03_3.bmp,I04_11_4.bmp,3.3529,0.0606,4,3,3,4,11,4
I04.BMP,I04_03_3.bmp,I04_12_1.bmp,3.3529,4.8857,4,3,3,4,12,1
I04.BMP,I04_03_3.bmp,I04_12_2.bmp,3.3529,4.3429,4,3,3,4,12,2
I04.BMP,I04_03_3.bmp,I04_12_3.bmp,3.3529,3.0286,4,3,3,4,12,3
I04.BMP,I04_03_3.bmp,I04_12_4.bmp,3.3529,2.5882,4,3,3,4,12,4
I04.BMP,I04_03_3.bmp,I04_13_1.bmp,3.3529,3.8571,4,3,3,4,13,1
I04.BMP,I04_03_3.bmp,I04_13_2.bmp,3.3529,3.2857,4,3,3,4,13,2
I04.BMP,I04_03_3.bmp,I04_13_3.bmp,3.3529,3.7143,4,3,3,4,13,3
I04.BMP,I04_03_3.bmp,I04_13_4.bmp,3.3529,2.5152,4,3,3,4,13,4
I04.BMP,I04_03_3.bmp,I04_14_1.bmp,3.3529,6.2941,4,3,3,4,14,1
I04.BMP,I04_03_3.bmp,I04_14_2.bmp,3.3529,6.1143,4,3,3,4,14,2
I04.BMP,I04_03_3.bmp,I04_14_3.bmp,3.3529,4.5294,4,3,3,4,14,3
I04.BMP,I04_03_3.bmp,I04_14_4.bmp,3.3529,3.7647,4,3,3,4,14,4
I04.BMP,I04_03_3.bmp,I04_15_1.bmp,3.3529,2.4118,4,3,3,4,15,1
I04.BMP,I04_03_3.bmp,I04_15_2.bmp,3.3529,3.4706,4,3,3,4,15,2
I04.BMP,I04_03_3.bmp,I04_15_3.bmp,3.3529,4.0857,4,3,3,4,15,3
I04.BMP,I04_03_3.bmp,I04_15_4.bmp,3.3529,4.5714,4,3,3,4,15,4
I04.BMP,I04_03_3.bmp,I04_16_1.bmp,3.3529,6.3333,4,3,3,4,16,1
I04.BMP,I04_03_3.bmp,I04_16_2.bmp,3.3529,6.2571,4,3,3,4,16,2
I04.BMP,I04_03_3.bmp,I04_16_3.bmp,3.3529,5.6857,4,3,3,4,16,3
I04.BMP,I04_03_3.bmp,I04_16_4.bmp,3.3529,5.7714,4,3,3,4,16,4
I04.BMP,I04_03_3.bmp,I04_17_1.bmp,3.3529,7.2059,4,3,3,4,17,1
I04.BMP,I04_03_3.bmp,I04_17_2.bmp,3.3529,5.1765,4,3,3,4,17,2
I04.BMP,I04_03_3.bmp,I04_17_3.bmp,3.3529,7.7143,4,3,3,4,17,3
I04.BMP,I04_03_3.bmp,I04_17_4.bmp,3.3529,4.3235,4,3,3,4,17,4
I04.BMP,I04_03_4.bmp,I04_04_1.bmp,3.1176,6.2,4,3,4,4,4,1
I04.BMP,I04_03_4.bmp,I04_04_2.bmp,3.1176,6.2424,4,3,4,4,4,2
I04.BMP,I04_03_4.bmp,I04_04_3.bmp,3.1176,5.6286,4,3,4,4,4,3
I04.BMP,I04_03_4.bmp,I04_04_4.bmp,3.1176,4.9714,4,3,4,4,4,4
I04.BMP,I04_03_4.bmp,I04_05_1.bmp,3.1176,6.1176,4,3,4,4,5,1
I04.BMP,I04_03_4.bmp,I04_05_2.bmp,3.1176,5.3235,4,3,4,4,5,2
I04.BMP,I04_03_4.bmp,I04_05_3.bmp,3.1176,4.5152,4,3,4,4,5,3
I04.BMP,I04_03_4.bmp,I04_05_4.bmp,3.1176,4.0588,4,3,4,4,5,4
I04.BMP,I04_03_4.bmp,I04_06_1.bmp,3.1176,4.7941,4,3,4,4,6,1
I04.BMP,I04_03_4.bmp,I04_06_2.bmp,3.1176,4.4118,4,3,4,4,6,2
I04.BMP,I04_03_4.bmp,I04_06_3.bmp,3.1176,4.0286,4,3,4,4,6,3
I04.BMP,I04_03_4.bmp,I04_06_4.bmp,3.1176,3.7647,4,3,4,4,6,4
I04.BMP,I04_03_4.bmp,I04_07_1.bmp,3.1176,4.0588,4,3,4,4,7,1
I04.BMP,I04_03_4.bmp,I04_07_2.bmp,3.1176,3.6765,4,3,4,4,7,2
I04.BMP,I04_03_4.bmp,I04_07_3.bmp,3.1176,3.1212,4,3,4,4,7,3
I04.BMP,I04_03_4.bmp,I04_07_4.bmp,3.1176,2.8235,4,3,4,4,7,4
I04.BMP,I04_03_4.bmp,I04_08_1.bmp,3.1176,6.2121,4,3,4,4,8,1
I04.BMP,I04_03_4.bmp,I04_08_2.bmp,3.1176,5.5714,4,3,4,4,8,2
I04.BMP,I04_03_4.bmp,I04_08_3.bmp,3.1176,4.9394,4,3,4,4,8,3
I04.BMP,I04_03_4.bmp,I04_08_4.bmp,3.1176,3.7059,4,3,4,4,8,4
I04.BMP,I04_03_4.bmp,I04_09_1.bmp,3.1176,6.1471,4,3,4,4,9,1
I04.BMP,I04_03_4.bmp,I04_09_2.bmp,3.1176,5.4286,4,3,4,4,9,2
I04.BMP,I04_03_4.bmp,I04_09_3.bmp,3.1176,4.0588,4,3,4,4,9,3
I04.BMP,I04_03_4.bmp,I04_09_4.bmp,3.1176,2.6286,4,3,4,4,9,4
I04.BMP,I04_03_4.bmp,I04_10_1.bmp,3.1176,6.1471,4,3,4,4,10,1
I04.BMP,I04_03_4.bmp,I04_10_2.bmp,3.1176,5.2857,4,3,4,4,10,2
I04.BMP,I04_03_4.bmp,I04_10_3.bmp,3.1176,3.1765,4,3,4,4,10,3
I04.BMP,I04_03_4.bmp,I04_10_4.bmp,3.1176,1.8235,4,3,4,4,10,4
I04.BMP,I04_03_4.bmp,I04_11_1.bmp,3.1176,3.8182,4,3,4,4,11,1
I04.BMP,I04_03_4.bmp,I04_11_2.bmp,3.1176,2.8286,4,3,4,4,11,2
I04.BMP,I04_03_4.bmp,I04_11_3.bmp,3.1176,1.7714,4,3,4,4,11,3
I04.BMP,I04_03_4.bmp,I04_11_4.bmp,3.1176,0.0606,4,3,4,4,11,4
I04.BMP,I04_03_4.bmp,I04_12_1.bmp,3.1176,4.8857,4,3,4,4,12,1
I04.BMP,I04_03_4.bmp,I04_12_2.bmp,3.1176,4.3429,4,3,4,4,12,2
I04.BMP,I04_03_4.bmp,I04_12_3.bmp,3.1176,3.0286,4,3,4,4,12,3
I04.BMP,I04_03_4.bmp,I04_12_4.bmp,3.1176,2.5882,4,3,4,4,12,4
I04.BMP,I04_03_4.bmp,I04_13_1.bmp,3.1176,3.8571,4,3,4,4,13,1
I04.BMP,I04_03_4.bmp,I04_13_2.bmp,3.1176,3.2857,4,3,4,4,13,2
I04.BMP,I04_03_4.bmp,I04_13_3.bmp,3.1176,3.7143,4,3,4,4,13,3
I04.BMP,I04_03_4.bmp,I04_13_4.bmp,3.1176,2.5152,4,3,4,4,13,4
I04.BMP,I04_03_4.bmp,I04_14_1.bmp,3.1176,6.2941,4,3,4,4,14,1
I04.BMP,I04_03_4.bmp,I04_14_2.bmp,3.1176,6.1143,4,3,4,4,14,2
I04.BMP,I04_03_4.bmp,I04_14_3.bmp,3.1176,4.5294,4,3,4,4,14,3
I04.BMP,I04_03_4.bmp,I04_14_4.bmp,3.1176,3.7647,4,3,4,4,14,4
I04.BMP,I04_03_4.bmp,I04_15_1.bmp,3.1176,2.4118,4,3,4,4,15,1
I04.BMP,I04_03_4.bmp,I04_15_2.bmp,3.1176,3.4706,4,3,4,4,15,2
I04.BMP,I04_03_4.bmp,I04_15_3.bmp,3.1176,4.0857,4,3,4,4,15,3
I04.BMP,I04_03_4.bmp,I04_15_4.bmp,3.1176,4.5714,4,3,4,4,15,4
I04.BMP,I04_03_4.bmp,I04_16_1.bmp,3.1176,6.3333,4,3,4,4,16,1
I04.BMP,I04_03_4.bmp,I04_16_2.bmp,3.1176,6.2571,4,3,4,4,16,2
I04.BMP,I04_03_4.bmp,I04_16_3.bmp,3.1176,5.6857,4,3,4,4,16,3
I04.BMP,I04_03_4.bmp,I04_16_4.bmp,3.1176,5.7714,4,3,4,4,16,4
I04.BMP,I04_03_4.bmp,I04_17_1.bmp,3.1176,7.2059,4,3,4,4,17,1
I04.BMP,I04_03_4.bmp,I04_17_2.bmp,3.1176,5.1765,4,3,4,4,17,2
I04.BMP,I04_03_4.bmp,I04_17_3.bmp,3.1176,7.7143,4,3,4,4,17,3
I04.BMP,I04_03_4.bmp,I04_17_4.bmp,3.1176,4.3235,4,3,4,4,17,4
I04.BMP,I04_04_1.bmp,I04_04_2.bmp,6.2,6.2424,4,4,1,4,4,2
I04.BMP,I04_04_1.bmp,I04_04_3.bmp,6.2,5.6286,4,4,1,4,4,3
I04.BMP,I04_04_1.bmp,I04_04_4.bmp,6.2,4.9714,4,4,1,4,4,4
I04.BMP,I04_04_1.bmp,I04_05_1.bmp,6.2,6.1176,4,4,1,4,5,1
I04.BMP,I04_04_1.bmp,I04_05_2.bmp,6.2,5.3235,4,4,1,4,5,2
I04.BMP,I04_04_1.bmp,I04_05_3.bmp,6.2,4.5152,4,4,1,4,5,3
I04.BMP,I04_04_1.bmp,I04_05_4.bmp,6.2,4.0588,4,4,1,4,5,4
I04.BMP,I04_04_1.bmp,I04_06_1.bmp,6.2,4.7941,4,4,1,4,6,1
I04.BMP,I04_04_1.bmp,I04_06_2.bmp,6.2,4.4118,4,4,1,4,6,2
I04.BMP,I04_04_1.bmp,I04_06_3.bmp,6.2,4.0286,4,4,1,4,6,3
I04.BMP,I04_04_1.bmp,I04_06_4.bmp,6.2,3.7647,4,4,1,4,6,4
I04.BMP,I04_04_1.bmp,I04_07_1.bmp,6.2,4.0588,4,4,1,4,7,1
I04.BMP,I04_04_1.bmp,I04_07_2.bmp,6.2,3.6765,4,4,1,4,7,2
I04.BMP,I04_04_1.bmp,I04_07_3.bmp,6.2,3.1212,4,4,1,4,7,3
I04.BMP,I04_04_1.bmp,I04_07_4.bmp,6.2,2.8235,4,4,1,4,7,4
I04.BMP,I04_04_1.bmp,I04_08_1.bmp,6.2,6.2121,4,4,1,4,8,1
I04.BMP,I04_04_1.bmp,I04_08_2.bmp,6.2,5.5714,4,4,1,4,8,2
I04.BMP,I04_04_1.bmp,I04_08_3.bmp,6.2,4.9394,4,4,1,4,8,3
I04.BMP,I04_04_1.bmp,I04_08_4.bmp,6.2,3.7059,4,4,1,4,8,4
I04.BMP,I04_04_1.bmp,I04_09_1.bmp,6.2,6.1471,4,4,1,4,9,1
I04.BMP,I04_04_1.bmp,I04_09_2.bmp,6.2,5.4286,4,4,1,4,9,2
I04.BMP,I04_04_1.bmp,I04_09_3.bmp,6.2,4.0588,4,4,1,4,9,3
I04.BMP,I04_04_1.bmp,I04_09_4.bmp,6.2,2.6286,4,4,1,4,9,4
I04.BMP,I04_04_1.bmp,I04_10_1.bmp,6.2,6.1471,4,4,1,4,10,1
I04.BMP,I04_04_1.bmp,I04_10_2.bmp,6.2,5.2857,4,4,1,4,10,2
I04.BMP,I04_04_1.bmp,I04_10_3.bmp,6.2,3.1765,4,4,1,4,10,3
I04.BMP,I04_04_1.bmp,I04_10_4.bmp,6.2,1.8235,4,4,1,4,10,4
I04.BMP,I04_04_1.bmp,I04_11_1.bmp,6.2,3.8182,4,4,1,4,11,1
I04.BMP,I04_04_1.bmp,I04_11_2.bmp,6.2,2.8286,4,4,1,4,11,2
I04.BMP,I04_04_1.bmp,I04_11_3.bmp,6.2,1.7714,4,4,1,4,11,3
I04.BMP,I04_04_1.bmp,I04_11_4.bmp,6.2,0.0606,4,4,1,4,11,4
I04.BMP,I04_04_1.bmp,I04_12_1.bmp,6.2,4.8857,4,4,1,4,12,1
I04.BMP,I04_04_1.bmp,I04_12_2.bmp,6.2,4.3429,4,4,1,4,12,2
I04.BMP,I04_04_1.bmp,I04_12_3.bmp,6.2,3.0286,4,4,1,4,12,3
I04.BMP,I04_04_1.bmp,I04_12_4.bmp,6.2,2.5882,4,4,1,4,12,4
I04.BMP,I04_04_1.bmp,I04_13_1.bmp,6.2,3.8571,4,4,1,4,13,1
I04.BMP,I04_04_1.bmp,I04_13_2.bmp,6.2,3.2857,4,4,1,4,13,2
I04.BMP,I04_04_1.bmp,I04_13_3.bmp,6.2,3.7143,4,4,1,4,13,3
I04.BMP,I04_04_1.bmp,I04_13_4.bmp,6.2,2.5152,4,4,1,4,13,4
I04.BMP,I04_04_1.bmp,I04_14_1.bmp,6.2,6.2941,4,4,1,4,14,1
I04.BMP,I04_04_1.bmp,I04_14_2.bmp,6.2,6.1143,4,4,1,4,14,2
I04.BMP,I04_04_1.bmp,I04_14_3.bmp,6.2,4.5294,4,4,1,4,14,3
I04.BMP,I04_04_1.bmp,I04_14_4.bmp,6.2,3.7647,4,4,1,4,14,4
I04.BMP,I04_04_1.bmp,I04_15_1.bmp,6.2,2.4118,4,4,1,4,15,1
I04.BMP,I04_04_1.bmp,I04_15_2.bmp,6.2,3.4706,4,4,1,4,15,2
I04.BMP,I04_04_1.bmp,I04_15_3.bmp,6.2,4.0857,4,4,1,4,15,3
I04.BMP,I04_04_1.bmp,I04_15_4.bmp,6.2,4.5714,4,4,1,4,15,4
I04.BMP,I04_04_1.bmp,I04_16_1.bmp,6.2,6.3333,4,4,1,4,16,1
I04.BMP,I04_04_1.bmp,I04_16_2.bmp,6.2,6.2571,4,4,1,4,16,2
I04.BMP,I04_04_1.bmp,I04_16_3.bmp,6.2,5.6857,4,4,1,4,16,3
I04.BMP,I04_04_1.bmp,I04_16_4.bmp,6.2,5.7714,4,4,1,4,16,4
I04.BMP,I04_04_1.bmp,I04_17_1.bmp,6.2,7.2059,4,4,1,4,17,1
I04.BMP,I04_04_1.bmp,I04_17_2.bmp,6.2,5.1765,4,4,1,4,17,2
I04.BMP,I04_04_1.bmp,I04_17_3.bmp,6.2,7.7143,4,4,1,4,17,3
I04.BMP,I04_04_1.bmp,I04_17_4.bmp,6.2,4.3235,4,4,1,4,17,4
I04.BMP,I04_04_2.bmp,I04_04_3.bmp,6.2424,5.6286,4,4,2,4,4,3
I04.BMP,I04_04_2.bmp,I04_04_4.bmp,6.2424,4.9714,4,4,2,4,4,4
I04.BMP,I04_04_2.bmp,I04_05_1.bmp,6.2424,6.1176,4,4,2,4,5,1
I04.BMP,I04_04_2.bmp,I04_05_2.bmp,6.2424,5.3235,4,4,2,4,5,2
I04.BMP,I04_04_2.bmp,I04_05_3.bmp,6.2424,4.5152,4,4,2,4,5,3
I04.BMP,I04_04_2.bmp,I04_05_4.bmp,6.2424,4.0588,4,4,2,4,5,4
I04.BMP,I04_04_2.bmp,I04_06_1.bmp,6.2424,4.7941,4,4,2,4,6,1
I04.BMP,I04_04_2.bmp,I04_06_2.bmp,6.2424,4.4118,4,4,2,4,6,2
I04.BMP,I04_04_2.bmp,I04_06_3.bmp,6.2424,4.0286,4,4,2,4,6,3
I04.BMP,I04_04_2.bmp,I04_06_4.bmp,6.2424,3.7647,4,4,2,4,6,4
I04.BMP,I04_04_2.bmp,I04_07_1.bmp,6.2424,4.0588,4,4,2,4,7,1
I04.BMP,I04_04_2.bmp,I04_07_2.bmp,6.2424,3.6765,4,4,2,4,7,2
I04.BMP,I04_04_2.bmp,I04_07_3.bmp,6.2424,3.1212,4,4,2,4,7,3
I04.BMP,I04_04_2.bmp,I04_07_4.bmp,6.2424,2.8235,4,4,2,4,7,4
I04.BMP,I04_04_2.bmp,I04_08_1.bmp,6.2424,6.2121,4,4,2,4,8,1
I04.BMP,I04_04_2.bmp,I04_08_2.bmp,6.2424,5.5714,4,4,2,4,8,2
I04.BMP,I04_04_2.bmp,I04_08_3.bmp,6.2424,4.9394,4,4,2,4,8,3
I04.BMP,I04_04_2.bmp,I04_08_4.bmp,6.2424,3.7059,4,4,2,4,8,4
I04.BMP,I04_04_2.bmp,I04_09_1.bmp,6.2424,6.1471,4,4,2,4,9,1
I04.BMP,I04_04_2.bmp,I04_09_2.bmp,6.2424,5.4286,4,4,2,4,9,2
I04.BMP,I04_04_2.bmp,I04_09_3.bmp,6.2424,4.0588,4,4,2,4,9,3
I04.BMP,I04_04_2.bmp,I04_09_4.bmp,6.2424,2.6286,4,4,2,4,9,4
I04.BMP,I04_04_2.bmp,I04_10_1.bmp,6.2424,6.1471,4,4,2,4,10,1
I04.BMP,I04_04_2.bmp,I04_10_2.bmp,6.2424,5.2857,4,4,2,4,10,2
I04.BMP,I04_04_2.bmp,I04_10_3.bmp,6.2424,3.1765,4,4,2,4,10,3
I04.BMP,I04_04_2.bmp,I04_10_4.bmp,6.2424,1.8235,4,4,2,4,10,4
I04.BMP,I04_04_2.bmp,I04_11_1.bmp,6.2424,3.8182,4,4,2,4,11,1
I04.BMP,I04_04_2.bmp,I04_11_2.bmp,6.2424,2.8286,4,4,2,4,11,2
I04.BMP,I04_04_2.bmp,I04_11_3.bmp,6.2424,1.7714,4,4,2,4,11,3
I04.BMP,I04_04_2.bmp,I04_11_4.bmp,6.2424,0.0606,4,4,2,4,11,4
I04.BMP,I04_04_2.bmp,I04_12_1.bmp,6.2424,4.8857,4,4,2,4,12,1
I04.BMP,I04_04_2.bmp,I04_12_2.bmp,6.2424,4.3429,4,4,2,4,12,2
I04.BMP,I04_04_2.bmp,I04_12_3.bmp,6.2424,3.0286,4,4,2,4,12,3
I04.BMP,I04_04_2.bmp,I04_12_4.bmp,6.2424,2.5882,4,4,2,4,12,4
I04.BMP,I04_04_2.bmp,I04_13_1.bmp,6.2424,3.8571,4,4,2,4,13,1
I04.BMP,I04_04_2.bmp,I04_13_2.bmp,6.2424,3.2857,4,4,2,4,13,2
I04.BMP,I04_04_2.bmp,I04_13_3.bmp,6.2424,3.7143,4,4,2,4,13,3
I04.BMP,I04_04_2.bmp,I04_13_4.bmp,6.2424,2.5152,4,4,2,4,13,4
I04.BMP,I04_04_2.bmp,I04_14_1.bmp,6.2424,6.2941,4,4,2,4,14,1
I04.BMP,I04_04_2.bmp,I04_14_2.bmp,6.2424,6.1143,4,4,2,4,14,2
I04.BMP,I04_04_2.bmp,I04_14_3.bmp,6.2424,4.5294,4,4,2,4,14,3
I04.BMP,I04_04_2.bmp,I04_14_4.bmp,6.2424,3.7647,4,4,2,4,14,4
I04.BMP,I04_04_2.bmp,I04_15_1.bmp,6.2424,2.4118,4,4,2,4,15,1
I04.BMP,I04_04_2.bmp,I04_15_2.bmp,6.2424,3.4706,4,4,2,4,15,2
I04.BMP,I04_04_2.bmp,I04_15_3.bmp,6.2424,4.0857,4,4,2,4,15,3
I04.BMP,I04_04_2.bmp,I04_15_4.bmp,6.2424,4.5714,4,4,2,4,15,4
I04.BMP,I04_04_2.bmp,I04_16_1.bmp,6.2424,6.3333,4,4,2,4,16,1
I04.BMP,I04_04_2.bmp,I04_16_2.bmp,6.2424,6.2571,4,4,2,4,16,2
I04.BMP,I04_04_2.bmp,I04_16_3.bmp,6.2424,5.6857,4,4,2,4,16,3
I04.BMP,I04_04_2.bmp,I04_16_4.bmp,6.2424,5.7714,4,4,2,4,16,4
I04.BMP,I04_04_2.bmp,I04_17_1.bmp,6.2424,7.2059,4,4,2,4,17,1
I04.BMP,I04_04_2.bmp,I04_17_2.bmp,6.2424,5.1765,4,4,2,4,17,2
I04.BMP,I04_04_2.bmp,I04_17_3.bmp,6.2424,7.7143,4,4,2,4,17,3
I04.BMP,I04_04_2.bmp,I04_17_4.bmp,6.2424,4.3235,4,4,2,4,17,4
I04.BMP,I04_04_3.bmp,I04_04_4.bmp,5.6286,4.9714,4,4,3,4,4,4
I04.BMP,I04_04_3.bmp,I04_05_1.bmp,5.6286,6.1176,4,4,3,4,5,1
I04.BMP,I04_04_3.bmp,I04_05_2.bmp,5.6286,5.3235,4,4,3,4,5,2
I04.BMP,I04_04_3.bmp,I04_05_3.bmp,5.6286,4.5152,4,4,3,4,5,3
I04.BMP,I04_04_3.bmp,I04_05_4.bmp,5.6286,4.0588,4,4,3,4,5,4
I04.BMP,I04_04_3.bmp,I04_06_1.bmp,5.6286,4.7941,4,4,3,4,6,1
I04.BMP,I04_04_3.bmp,I04_06_2.bmp,5.6286,4.4118,4,4,3,4,6,2
I04.BMP,I04_04_3.bmp,I04_06_3.bmp,5.6286,4.0286,4,4,3,4,6,3
I04.BMP,I04_04_3.bmp,I04_06_4.bmp,5.6286,3.7647,4,4,3,4,6,4
I04.BMP,I04_04_3.bmp,I04_07_1.bmp,5.6286,4.0588,4,4,3,4,7,1
I04.BMP,I04_04_3.bmp,I04_07_2.bmp,5.6286,3.6765,4,4,3,4,7,2
I04.BMP,I04_04_3.bmp,I04_07_3.bmp,5.6286,3.1212,4,4,3,4,7,3
I04.BMP,I04_04_3.bmp,I04_07_4.bmp,5.6286,2.8235,4,4,3,4,7,4
I04.BMP,I04_04_3.bmp,I04_08_1.bmp,5.6286,6.2121,4,4,3,4,8,1
I04.BMP,I04_04_3.bmp,I04_08_2.bmp,5.6286,5.5714,4,4,3,4,8,2
I04.BMP,I04_04_3.bmp,I04_08_3.bmp,5.6286,4.9394,4,4,3,4,8,3
I04.BMP,I04_04_3.bmp,I04_08_4.bmp,5.6286,3.7059,4,4,3,4,8,4
I04.BMP,I04_04_3.bmp,I04_09_1.bmp,5.6286,6.1471,4,4,3,4,9,1
I04.BMP,I04_04_3.bmp,I04_09_2.bmp,5.6286,5.4286,4,4,3,4,9,2
I04.BMP,I04_04_3.bmp,I04_09_3.bmp,5.6286,4.0588,4,4,3,4,9,3
I04.BMP,I04_04_3.bmp,I04_09_4.bmp,5.6286,2.6286,4,4,3,4,9,4
I04.BMP,I04_04_3.bmp,I04_10_1.bmp,5.6286,6.1471,4,4,3,4,10,1
I04.BMP,I04_04_3.bmp,I04_10_2.bmp,5.6286,5.2857,4,4,3,4,10,2
I04.BMP,I04_04_3.bmp,I04_10_3.bmp,5.6286,3.1765,4,4,3,4,10,3
I04.BMP,I04_04_3.bmp,I04_10_4.bmp,5.6286,1.8235,4,4,3,4,10,4
I04.BMP,I04_04_3.bmp,I04_11_1.bmp,5.6286,3.8182,4,4,3,4,11,1
I04.BMP,I04_04_3.bmp,I04_11_2.bmp,5.6286,2.8286,4,4,3,4,11,2
I04.BMP,I04_04_3.bmp,I04_11_3.bmp,5.6286,1.7714,4,4,3,4,11,3
I04.BMP,I04_04_3.bmp,I04_11_4.bmp,5.6286,0.0606,4,4,3,4,11,4
I04.BMP,I04_04_3.bmp,I04_12_1.bmp,5.6286,4.8857,4,4,3,4,12,1
I04.BMP,I04_04_3.bmp,I04_12_2.bmp,5.6286,4.3429,4,4,3,4,12,2
I04.BMP,I04_04_3.bmp,I04_12_3.bmp,5.6286,3.0286,4,4,3,4,12,3
I04.BMP,I04_04_3.bmp,I04_12_4.bmp,5.6286,2.5882,4,4,3,4,12,4
I04.BMP,I04_04_3.bmp,I04_13_1.bmp,5.6286,3.8571,4,4,3,4,13,1
I04.BMP,I04_04_3.bmp,I04_13_2.bmp,5.6286,3.2857,4,4,3,4,13,2
I04.BMP,I04_04_3.bmp,I04_13_3.bmp,5.6286,3.7143,4,4,3,4,13,3
I04.BMP,I04_04_3.bmp,I04_13_4.bmp,5.6286,2.5152,4,4,3,4,13,4
I04.BMP,I04_04_3.bmp,I04_14_1.bmp,5.6286,6.2941,4,4,3,4,14,1
I04.BMP,I04_04_3.bmp,I04_14_2.bmp,5.6286,6.1143,4,4,3,4,14,2
I04.BMP,I04_04_3.bmp,I04_14_3.bmp,5.6286,4.5294,4,4,3,4,14,3
I04.BMP,I04_04_3.bmp,I04_14_4.bmp,5.6286,3.7647,4,4,3,4,14,4
I04.BMP,I04_04_3.bmp,I04_15_1.bmp,5.6286,2.4118,4,4,3,4,15,1
I04.BMP,I04_04_3.bmp,I04_15_2.bmp,5.6286,3.4706,4,4,3,4,15,2
I04.BMP,I04_04_3.bmp,I04_15_3.bmp,5.6286,4.0857,4,4,3,4,15,3
I04.BMP,I04_04_3.bmp,I04_15_4.bmp,5.6286,4.5714,4,4,3,4,15,4
I04.BMP,I04_04_3.bmp,I04_16_1.bmp,5.6286,6.3333,4,4,3,4,16,1
I04.BMP,I04_04_3.bmp,I04_16_2.bmp,5.6286,6.2571,4,4,3,4,16,2
I04.BMP,I04_04_3.bmp,I04_16_3.bmp,5.6286,5.6857,4,4,3,4,16,3
I04.BMP,I04_04_3.bmp,I04_16_4.bmp,5.6286,5.7714,4,4,3,4,16,4
I04.BMP,I04_04_3.bmp,I04_17_1.bmp,5.6286,7.2059,4,4,3,4,17,1
I04.BMP,I04_04_3.bmp,I04_17_2.bmp,5.6286,5.1765,4,4,3,4,17,2
I04.BMP,I04_04_3.bmp,I04_17_3.bmp,5.6286,7.7143,4,4,3,4,17,3
I04.BMP,I04_04_3.bmp,I04_17_4.bmp,5.6286,4.3235,4,4,3,4,17,4
I04.BMP,I04_04_4.bmp,I04_05_1.bmp,4.9714,6.1176,4,4,4,4,5,1
I04.BMP,I04_04_4.bmp,I04_05_2.bmp,4.9714,5.3235,4,4,4,4,5,2
I04.BMP,I04_04_4.bmp,I04_05_3.bmp,4.9714,4.5152,4,4,4,4,5,3
I04.BMP,I04_04_4.bmp,I04_05_4.bmp,4.9714,4.0588,4,4,4,4,5,4
I04.BMP,I04_04_4.bmp,I04_06_1.bmp,4.9714,4.7941,4,4,4,4,6,1
I04.BMP,I04_04_4.bmp,I04_06_2.bmp,4.9714,4.4118,4,4,4,4,6,2
I04.BMP,I04_04_4.bmp,I04_06_3.bmp,4.9714,4.0286,4,4,4,4,6,3
I04.BMP,I04_04_4.bmp,I04_06_4.bmp,4.9714,3.7647,4,4,4,4,6,4
I04.BMP,I04_04_4.bmp,I04_07_1.bmp,4.9714,4.0588,4,4,4,4,7,1
I04.BMP,I04_04_4.bmp,I04_07_2.bmp,4.9714,3.6765,4,4,4,4,7,2
I04.BMP,I04_04_4.bmp,I04_07_3.bmp,4.9714,3.1212,4,4,4,4,7,3
I04.BMP,I04_04_4.bmp,I04_07_4.bmp,4.9714,2.8235,4,4,4,4,7,4
I04.BMP,I04_04_4.bmp,I04_08_1.bmp,4.9714,6.2121,4,4,4,4,8,1
I04.BMP,I04_04_4.bmp,I04_08_2.bmp,4.9714,5.5714,4,4,4,4,8,2
I04.BMP,I04_04_4.bmp,I04_08_3.bmp,4.9714,4.9394,4,4,4,4,8,3
